id,count,age,sex,origin,prior,family,origin_org,assumed_origin,y,type,age2,age3
1330,1,-0.5510419896843474,male,BE,no prior,no family,OV,False,0,$f_1$,0.3036472743952844,-0.1673223982450065
1331,1,0.006090091385899905,male,ABROAD,no prior,no family,FR,False,0,$f_1$,3.708921308861222e-05,2.258766971407633e-07
1332,1,-0.20283443901544282,male,BE,no prior,family,BR,False,0,$f_1$,0.04114180965070939,-0.008344975880581772
1333,1,-0.9688910504870327,male,BXL,no prior,family,BXL,False,0,$f_1$,0.9387498677138658,-0.9095463454738504
1334,1,0.9114297231250517,male,BXL,no prior,family,BXL,False,0,$f_1$,0.8307041401958083,0.7571284444974997
1335,1,0.42393915218858536,female,BE,no prior,family,OV,False,0,$f_1$,0.17972440475837653,0.0761922117808643
1336,1,2.5828259663357933,male,BXL,prior,family,BXL,False,0,$f_1$,6.6709899723784245,17.23000612182469
1337,1,0.5632221724561471,female,BXL,no prior,family,BXL,False,0,$f_1$,0.31721921554622196,0.17866489572477792
1338,1,1.2596372737939563,male,BE,no prior,no family,A,False,0,$f_1$,1.5866860615310705,1.9986489049138672
1339,1,-0.6206834998181282,male,BXL,no prior,no family,BXL,False,0,$f_1$,0.38524800694648037,-0.23911708124949999
1340,1,1.1899957636601752,male,BXL,no prior,family,BXL,False,0,$f_1$,1.4160899175291637,1.6851410028215916
1341,1,0.07573160151968081,male,BE,no prior,family,OV,False,0,$f_1$,0.00573527546873572,0.00043434159640389413
1342,1,0.6328636825899281,male,BE,no prior,family,WV,False,0,$f_1$,0.40051644074128523,0.2534723096253405
1344,1,2.5131844562020125,male,BXL,no prior,no family,BXL,False,0,$f_1$,6.316096110895405,15.873514569780315
1345,1,-1.3170986011559374,male,BXL,no prior,family,BXL,False,0,$f_1$,1.734748725166927,-2.284835119274405
1346,1,0.1453731116534617,male,BE,no prior,family,OV,False,0,$f_1$,0.02113334159180984,0.003072219626836918
1347,1,-0.27247594914922374,male,BE,no prior,family,BR,False,0,$f_1$,0.07424314286477036,-0.020229470819899724
1348,2,0.7721467028574899,male,BE,prior,family,BR,False,1,$f_2$,0.5962105307336928,0.460361995514935
1349,1,1.1203542535263944,male,BE,no prior,family,BR,False,0,$f_1$,1.2551936533946844,1.4062615485800696
1350,1,0.3542976420548044,male,BE,no prior,family,BR,False,0,$f_1$,0.1255268191655943,0.04447385604500989
1351,1,1.8167693548642034,male,BE,no prior,family,BR,False,0,$f_1$,3.300650888773694,5.996521385829344
1352,1,-0.063551418747881,male,BXL,no prior,family,BXL,False,0,$f_1$,0.004038782824868521,-0.0002566703785349692
1354,1,0.3542976420548044,male,BXL,no prior,family,BXL,False,0,$f_1$,0.1255268191655943,0.04447385604500989
1355,1,-1.3170986011559374,male,BXL,no prior,family,BXL,False,0,$f_1$,1.734748725166927,-2.284835119274405
1356,1,-0.063551418747881,male,BXL,no prior,family,BXL,False,0,$f_1$,0.004038782824868521,-0.0002566703785349692
1357,2,0.5632221724561471,male,BXL,no prior,family,BXL,False,1,$f_2$,0.31721921554622196,0.17866489572477792
1358,1,0.9810712332588326,male,BXL,no prior,family,BXL,False,0,$f_1$,0.9625007647280067,0.9442818122642751
1359,1,-1.6653061518248418,male,BXL,no prior,family,BXL,False,0,$f_1$,2.773244579305663,-4.6183012584326155
1360,1,-1.8045891720924037,male,BXL,no prior,family,BXL,False,0,$f_1$,3.256542080033147,-5.876720576091091
1363,1,0.5632221724561471,male,BXL,no prior,no family,BXL,False,0,$f_1$,0.31721921554622196,0.17866489572477792
1364,1,0.1453731116534617,male,BE,no prior,no family,WV,False,0,$f_1$,0.02113334159180984,0.003072219626836918
1365,1,0.7025051927237089,male,BE,prior,no family,OV,False,0,$f_1$,0.49351354580377543,0.3466958286066422
1366,1,-1.8045891720924037,male,BXL,no prior,no family,BXL,False,0,$f_1$,3.256542080033147,-5.876720576091091
1368,1,0.8417882129912707,male,BE,no prior,no family,HE,False,0,$f_1$,0.7086073955310369,0.5964973531964701
1369,1,-1.595664641691061,male,BXL,no prior,no family,BXL,False,0,$f_1$,2.546145648743062,-4.062794584294852
1370,2,-0.6206834998181282,male,BE,no prior,no family,BR,False,1,$f_2$,0.38524800694648037,-0.23911708124949999
1371,1,0.42393915218858536,male,BXL,no prior,no family,BXL,False,0,$f_1$,0.17972440475837653,0.0761922117808643
1372,2,-0.9688910504870327,female,BE,no prior,no family,PA,False,1,$f_2$,0.9387498677138658,-0.9095463454738504
1373,1,0.3542976420548044,male,BXL,no prior,family,BXL,False,0,$f_1$,0.1255268191655943,0.04447385604500989
1374,1,0.3542976420548044,male,BXL,prior,family,BXL,False,0,$f_1$,0.1255268191655943,0.04447385604500989
1375,2,-0.6903250099519092,male,ABROAD,prior,family,NL,False,1,$f_2$,0.47654861936510345,-0.32897343040578364
1376,1,-1.3170986011559374,female,BE,no prior,no family,BR,False,0,$f_1$,1.734748725166927,-2.284835119274405
1377,1,-0.9688910504870327,male,BE,prior,no family,OV,False,0,$f_1$,0.9387498677138658,-0.9095463454738504
1379,1,0.49358066232236625,male,BE,no prior,no family,WV,False,0,$f_1$,0.24362187021858572,0.1202470440587031
1380,2,-1.52602313155728,male,BXL,no prior,family,BXL,False,1,$f_2$,2.328746598047888,-3.5537211761564005
1381,1,1.1203542535263944,female,BXL,no prior,family,BXL,False,0,$f_1$,1.2551936533946844,1.4062615485800696
1382,1,1.0507127433926136,male,BXL,no prior,no family,BXL,False,0,$f_1$,1.103997269127632,1.1599839993430479
1383,1,-1.8045891720924037,female,BXL,no prior,no family,BXL,False,0,$f_1$,3.256542080033147,-5.876720576091091
1384,1,-1.3867401112897182,male,BXL,no prior,no family,BXL,False,0,$f_1$,1.92304813625982,-2.666767986492428
1385,1,-1.52602313155728,male,BXL,no prior,no family,BXL,False,0,$f_1$,2.328746598047888,-3.5537211761564005
1386,1,1.0507127433926136,male,BE,no prior,no family,BR,False,0,$f_1$,1.103997269127632,1.1599839993430479
1388,2,-0.4814004795505664,male,BXL,no prior,no family,BXL,False,1,$f_2$,0.23174642171151533,-0.11156283854605127
1389,1,1.3292787839277371,female,BXL,no prior,no family,BXL,False,0,$f_1$,1.7669820854004037,2.3488117977031453
1390,1,-1.1081740707545946,male,BXL,no prior,no family,BXL,False,0,$f_1$,1.2280497710928093,-1.3608929139211665
1391,2,0.42393915218858536,male,BXL,prior,family,BXL,False,1,$f_2$,0.17972440475837653,0.0761922117808643
1392,2,0.8417882129912707,male,BXL,no prior,family,BXL,False,1,$f_2$,0.7086073955310369,0.5964973531964701
1393,1,0.49358066232236625,male,BXL,no prior,family,BXL,False,0,$f_1$,0.24362187021858572,0.1202470440587031
1394,1,-1.3867401112897182,female,BE,no prior,family,PA,False,0,$f_1$,1.92304813625982,-2.666767986492428
1395,1,0.9810712332588326,male,BE,prior,family,PA,False,0,$f_1$,0.9625007647280067,0.9442818122642751
1397,1,-0.7599665200856901,male,BXL,no prior,family,BXL,False,0,$f_1$,0.5775491116511536,-0.4389179885601089
1398,1,-1.7349476619586228,female,BXL,no prior,family,BXL,False,0,$f_1$,3.0100433897356917,-5.222267741415946
1400,2,-1.1778155808883755,male,BXL,prior,family,BXL,False,1,$f_2$,1.3872495425834213,-1.6339241258350254
1401,1,0.5632221724561471,male,BXL,no prior,family,BXL,False,0,$f_1$,0.31721921554622196,0.17866489572477792
1402,1,0.9810712332588326,male,BXL,no prior,family,BXL,False,0,$f_1$,0.9625007647280067,0.9442818122642751
1403,1,1.398920294061518,male,BXL,no prior,no family,BXL,False,0,$f_1$,1.956977989137164,2.7376562240356797
1405,1,-0.5510419896843474,male,BXL,no prior,family,BXL,False,0,$f_1$,0.3036472743952844,-0.1673223982450065
1406,2,-0.27247594914922374,male,BE,no prior,family,GE,False,1,$f_2$,0.07424314286477036,-0.020229470819899724
1407,1,-0.5510419896843474,male,BE,no prior,family,WV,False,0,$f_1$,0.3036472743952844,-0.1673223982450065
1409,1,0.1453731116534617,male,BXL,no prior,no family,BXL,False,0,$f_1$,0.02113334159180984,0.003072219626836918
1410,1,-0.5510419896843474,male,BE,no prior,no family,OV,False,0,$f_1$,0.3036472743952844,-0.1673223982450065
1411,1,0.006090091385899905,male,BXL,no prior,no family,BXL,False,0,$f_1$,3.708921308861222e-05,2.258766971407633e-07
1412,1,2.095335395399327,male,BE,no prior,no family,PA,False,0,$f_1$,4.390430419213254,9.199424258415437
1413,1,-1.3170986011559374,male,BE,no prior,no family,A,False,0,$f_1$,1.734748725166927,-2.284835119274405
1414,1,1.6774863345966415,male,BXL,no prior,no family,BXL,False,0,$f_1$,2.8139604027584757,4.720380121723404
1415,1,0.2846561319210235,male,BE,no prior,no family,HE,False,0,$f_1$,0.08102911344023914,0.023065434004888294
1416,1,-0.27247594914922374,male,BE,no prior,family,BR,False,0,$f_1$,0.07424314286477036,-0.020229470819899724
1417,1,1.1203542535263944,male,BXL,no prior,family,BXL,False,0,$f_1$,1.2551936533946844,1.4062615485800696
1418,1,-0.5510419896843474,male,BXL,no prior,family,BXL,False,0,$f_1$,0.3036472743952844,-0.1673223982450065
1419,1,-1.1778155808883755,male,BXL,no prior,no family,BXL,False,0,$f_1$,1.3872495425834213,-1.6339241258350254
1420,1,0.42393915218858536,female,BE,no prior,no family,BR,False,0,$f_1$,0.17972440475837653,0.0761922117808643
1421,2,-0.8992495403532519,female,BE,no prior,family,BR,False,1,$f_2$,0.8086497358255348,-0.7271779032478908
1422,1,-0.4117589694167855,male,BXL,no prior,family,BXL,False,0,$f_1$,0.1695454488951733,-0.06981185930638284
1423,2,-0.063551418747881,male,BXL,no prior,family,BXL,False,1,$f_2$,0.004038782824868521,-0.0002566703785349692
1424,2,-0.34211745928300463,male,BXL,no prior,family,BXL,False,1,$f_2$,0.11704435594625834,-0.04004291767974954
1425,1,-0.34211745928300463,male,ABROAD,no prior,family,FR,False,0,$f_1$,0.11704435594625834,-0.04004291767974954
1426,1,1.398920294061518,male,BXL,no prior,no family,BXL,False,0,$f_1$,1.956977989137164,2.7376562240356797
1427,1,2.095335395399327,male,BE,no prior,no family,PA,False,0,$f_1$,4.390430419213254,9.199424258415437
1428,1,0.1453731116534617,male,BE,prior,no family,WV,False,0,$f_1$,0.02113334159180984,0.003072219626836918
1429,1,-0.6206834998181282,male,BXL,no prior,no family,BXL,False,0,$f_1$,0.38524800694648037,-0.23911708124949999
1430,1,-0.9688910504870327,male,BXL,no prior,no family,BXL,False,0,$f_1$,0.9387498677138658,-0.9095463454738504
1432,2,1.6774863345966415,male,BE,no prior,no family,OV,False,1,$f_2$,2.8139604027584757,4.720380121723404
1433,1,-0.34211745928300463,male,BXL,no prior,no family,BXL,False,0,$f_1$,0.11704435594625834,-0.04004291767974954
1435,2,1.8167693548642034,female,BE,no prior,no family,BR,False,1,$f_2$,3.300650888773694,5.996521385829344
1437,1,-1.2474570910221563,male,BXL,no prior,no family,BXL,False,0,$f_1$,1.5561491939414602,-1.9412293466706874
1438,1,0.7025051927237089,male,BE,no prior,no family,GE,False,0,$f_1$,0.49351354580377543,0.3466958286066422
1439,2,-0.34211745928300463,male,BXL,no prior,no family,BXL,False,1,$f_2$,0.11704435594625834,-0.04004291767974954
1442,1,-1.1778155808883755,male,BE,no prior,no family,BR,False,0,$f_1$,1.3872495425834213,-1.6339241258350254
1443,1,-1.1778155808883755,male,BXL,prior,no family,BXL,False,0,$f_1$,1.3872495425834213,-1.6339241258350254
1444,1,-1.3170986011559374,male,BE,no prior,no family,BR,False,0,$f_1$,1.734748725166927,-2.284835119274405
1445,1,-0.063551418747881,female,BXL,no prior,no family,BXL,False,0,$f_1$,0.004038782824868521,-0.0002566703785349692
1446,2,-0.30729670421611416,male,BXL,no prior,family,BXL,False,1,$f_2$,0.09443126442208595,-0.02901841633186741
1447,2,0.9810712332588326,male,BXL,no prior,family,BXL,False,1,$f_2$,0.9625007647280067,0.9442818122642751
1448,1,2.30425992580067,male,BE,no prior,no family,OV,False,0,$f_1$,5.309613805650909,12.234730313839377
1449,1,0.1453731116534617,male,BE,no prior,no family,GE,False,0,$f_1$,0.02113334159180984,0.003072219626836918
1450,1,1.1203542535263944,male,BE,no prior,no family,GE,False,0,$f_1$,1.2551936533946844,1.4062615485800696
1451,1,1.2596372737939563,male,BXL,no prior,family,BXL,False,0,$f_1$,1.5866860615310705,1.9986489049138672
1452,1,-1.52602313155728,male,BE,no prior,family,GE,False,0,$f_1$,2.328746598047888,-3.5537211761564005
1453,1,-0.34211745928300463,male,BE,no prior,family,OV,False,0,$f_1$,0.11704435594625834,-0.04004291767974954
1454,1,0.07573160151968081,male,BE,no prior,family,WV,False,0,$f_1$,0.00573527546873572,0.00043434159640389413
1455,2,-0.6206834998181282,male,BXL,no prior,no family,BXL,False,1,$f_2$,0.38524800694648037,-0.23911708124949999
1457,1,-0.4117589694167855,male,BE,no prior,family,GE,False,0,$f_1$,0.1695454488951733,-0.06981185930638284
1458,1,0.6328636825899281,male,BE,no prior,no family,OV,False,0,$f_1$,0.40051644074128523,0.2534723096253405
1459,1,0.7721467028574899,male,BXL,no prior,no family,BXL,False,0,$f_1$,0.5962105307336928,0.460361995514935
1463,1,0.5632221724561471,male,BE,no prior,no family,OV,False,0,$f_1$,0.31721921554622196,0.17866489572477792
1466,1,-0.20283443901544282,male,BE,no prior,family,BR,False,0,$f_1$,0.04114180965070939,-0.008344975880581772
1467,1,1.6774863345966415,female,BE,no prior,family,BR,False,0,$f_1$,2.8139604027584757,4.720380121723404
1468,1,1.4685618041952988,male,ABROAD,no prior,family,NL,False,0,$f_1$,2.156673772741351,3.1672087267577202
1469,1,-0.9688910504870327,male,BXL,no prior,family,BXL,False,0,$f_1$,0.9387498677138658,-0.9095463454738504
1470,1,0.9810712332588326,male,BXL,no prior,family,BXL,False,0,$f_1$,0.9625007647280067,0.9442818122642751
1471,1,1.6078448244628607,male,BE,no prior,family,BR,False,0,$f_1$,2.5851649795520073,4.156544132755332
1472,1,-0.4814004795505664,female,BXL,no prior,family,BXL,False,0,$f_1$,0.23174642171151533,-0.11156283854605127
1473,1,-0.20283443901544282,male,BXL,no prior,family,BXL,False,0,$f_1$,0.04114180965070939,-0.008344975880581772
1474,1,-0.4814004795505664,male,BXL,no prior,no family,BXL,False,0,$f_1$,0.23174642171151533,-0.11156283854605127
1475,1,-0.9688910504870327,male,BXL,no prior,family,BXL,False,0,$f_1$,0.9387498677138658,-0.9095463454738504
1476,2,-0.7599665200856901,male,BE,no prior,family,OV,False,1,$f_2$,0.5775491116511536,-0.4389179885601089
1477,1,-0.8992495403532519,male,BE,no prior,family,WV,False,0,$f_1$,0.8086497358255348,-0.7271779032478908
1478,1,-0.4814004795505664,male,BE,no prior,no family,WV,False,0,$f_1$,0.23174642171151533,-0.11156283854605127
1479,1,-0.8992495403532519,male,ABROAD,no prior,no family,FR,False,0,$f_1$,0.8086497358255348,-0.7271779032478908
1480,1,0.3542976420548044,male,BE,no prior,no family,OV,False,0,$f_1$,0.1255268191655943,0.04447385604500989
1481,1,-0.4814004795505664,female,BE,no prior,no family,BR,False,0,$f_1$,0.23174642171151533,-0.11156283854605127
1482,1,1.3292787839277371,male,BE,no prior,no family,BR,False,0,$f_1$,1.7669820854004037,2.3488117977031453
1483,2,-0.27247594914922374,male,BE,no prior,no family,BR,False,1,$f_2$,0.07424314286477036,-0.020229470819899724
1484,2,-0.8992495403532519,male,BE,no prior,family,OV,False,1,$f_2$,0.8086497358255348,-0.7271779032478908
1486,1,-0.9688910504870327,male,BXL,prior,no family,BXL,False,0,$f_1$,0.9387498677138658,-0.9095463454738504
1487,1,-0.6206834998181282,male,BE,no prior,no family,LU,False,0,$f_1$,0.38524800694648037,-0.23911708124949999
1491,1,-0.4117589694167855,male,ABROAD,no prior,no family,FR,False,0,$f_1$,0.1695454488951733,-0.06981185930638284
1492,1,0.7025051927237089,male,BE,no prior,no family,BR,False,0,$f_1$,0.49351354580377543,0.3466958286066422
1493,1,-0.34211745928300463,male,BE,no prior,no family,OV,False,0,$f_1$,0.11704435594625834,-0.04004291767974954
1494,1,-0.34211745928300463,male,BE,no prior,no family,OV,False,0,$f_1$,0.11704435594625834,-0.04004291767974954
1498,1,2.722108986603355,male,BE,no prior,no family,PA,False,0,$f_1$,7.409877334946744,20.170493683087052
1501,1,-0.20283443901544282,male,BXL,no prior,no family,BXL,False,0,$f_1$,0.04114180965070939,-0.008344975880581772
1502,1,1.1203542535263944,male,ABROAD,no prior,no family,NL,False,0,$f_1$,1.2551936533946844,1.4062615485800696
1503,2,0.7025051927237089,male,BE,no prior,no family,BR,False,1,$f_2$,0.49351354580377543,0.3466958286066422
1505,1,-1.3170986011559374,female,BXL,no prior,no family,BXL,False,0,$f_1$,1.734748725166927,-2.284835119274405
1506,1,0.7025051927237089,male,BE,no prior,no family,OV,False,0,$f_1$,0.49351354580377543,0.3466958286066422
1507,1,1.8167693548642034,male,BE,no prior,no family,BR,False,0,$f_1$,3.300650888773694,5.996521385829344
1508,1,-0.27247594914922374,male,BXL,no prior,no family,BXL,False,0,$f_1$,0.07424314286477036,-0.020229470819899724
1509,1,-0.4117589694167855,male,BE,no prior,no family,OV,False,0,$f_1$,0.1695454488951733,-0.06981185930638284
1510,1,1.1203542535263944,male,BE,no prior,no family,OV,False,0,$f_1$,1.2551936533946844,1.4062615485800696
1512,1,-1.1778155808883755,male,BE,no prior,no family,OV,False,0,$f_1$,1.3872495425834213,-1.6339241258350254
1513,1,1.6774863345966415,male,BE,no prior,no family,OV,False,0,$f_1$,2.8139604027584757,4.720380121723404
1515,1,0.42393915218858536,male,BXL,no prior,no family,BXL,False,0,$f_1$,0.17972440475837653,0.0761922117808643
1516,1,-0.6903250099519092,female,BXL,no prior,no family,BXL,False,0,$f_1$,0.47654861936510345,-0.32897343040578364
1523,1,-0.5510419896843474,male,BE,prior,no family,BR,False,0,$f_1$,0.3036472743952844,-0.1673223982450065
1525,1,0.07573160151968081,male,BE,prior,no family,WV,False,0,$f_1$,0.00573527546873572,0.00043434159640389413
1526,1,0.21501462178724262,male,BXL,no prior,no family,BXL,False,0,$f_1$,0.04623128758231099,0.009940402814247844
1527,2,0.07573160151968081,male,BXL,no prior,no family,BXL,False,1,$f_2$,0.00573527546873572,0.00043434159640389413
1528,2,0.42393915218858536,female,BXL,no prior,no family,BXL,False,1,$f_2$,0.17972440475837653,0.0761922117808643
1529,2,-0.6206834998181282,male,BE,prior,no family,HE,False,1,$f_2$,0.38524800694648037,-0.23911708124949999
1530,1,3.6274486183425068,female,BE,no prior,no family,BR,False,0,$f_1$,13.158383478714962,47.73135996948545
1532,1,0.9114297231250517,female,BXL,no prior,no family,BXL,False,0,$f_1$,0.8307041401958083,0.7571284444974997
1533,2,-1.456381621423499,male,BXL,no prior,family,BXL,False,1,$f_2$,2.12104742722014,-3.0890544911710087
1534,1,0.21501462178724262,male,BXL,no prior,family,BXL,False,0,$f_1$,0.04623128758231099,0.009940402814247844
1535,1,2.164976905533108,male,BE,no prior,no family,BR,False,0,$f_1$,4.687125001491712,10.147517381576389
1536,1,0.7025051927237089,female,BE,prior,no family,OV,False,0,$f_1$,0.49351354580377543,0.3466958286066422
1537,1,-0.27247594914922374,male,BE,no prior,no family,WV,False,0,$f_1$,0.07424314286477036,-0.020229470819899724
1538,1,-1.595664641691061,female,BXL,no prior,family,BXL,False,0,$f_1$,2.546145648743062,-4.062794584294852
1540,1,0.07573160151968081,male,BXL,no prior,family,BXL,False,0,$f_1$,0.00573527546873572,0.00043434159640389413
1541,1,-1.8742306822261845,female,BXL,no prior,family,BXL,False,0,$f_1$,3.512740650198029,-6.583686305304303
1542,1,1.3292787839277371,male,BE,no prior,family,BR,False,0,$f_1$,1.7669820854004037,2.3488117977031453
1543,1,-0.7599665200856901,male,ABROAD,no prior,family,DL,False,0,$f_1$,0.5775491116511536,-0.4389179885601089
1545,1,0.9810712332588326,female,BE,no prior,no family,BR,False,0,$f_1$,0.9625007647280067,0.9442818122642751
1546,1,-0.27247594914922374,male,BE,no prior,no family,GE,False,0,$f_1$,0.07424314286477036,-0.020229470819899724
1547,1,0.07573160151968081,male,BE,no prior,no family,pLux,False,0,$f_1$,0.00573527546873572,0.00043434159640389413
1548,1,0.49358066232236625,male,BE,no prior,no family,pLux,False,0,$f_1$,0.24362187021858572,0.1202470440587031
1549,1,1.2596372737939563,male,BXL,prior,family,BXL,False,0,$f_1$,1.5866860615310705,1.9986489049138672
1550,1,1.3292787839277371,male,BXL,no prior,family,BXL,False,0,$f_1$,1.7669820854004037,2.3488117977031453
1551,1,-1.2474570910221563,male,BXL,no prior,family,BXL,False,0,$f_1$,1.5561491939414602,-1.9412293466706874
1552,1,-1.3170986011559374,female,BXL,no prior,family,BXL,False,0,$f_1$,1.734748725166927,-2.284835119274405
1553,1,-0.9688910504870327,male,BXL,no prior,no family,BXL,False,0,$f_1$,0.9387498677138658,-0.9095463454738504
1554,1,-1.4912023764903894,female,BE,no prior,no family,BR,False,0,$f_1$,2.223684527650585,-3.315963652197462
1555,1,-0.6206834998181282,male,BXL,no prior,no family,BXL,False,0,$f_1$,0.38524800694648037,-0.23911708124949999
1556,1,0.3542976420548044,male,BE,no prior,family,BR,False,0,$f_1$,0.1255268191655943,0.04447385604500989
1557,1,-1.1081740707545946,male,BXL,no prior,family,BXL,False,0,$f_1$,1.2280497710928093,-1.3608929139211665
1558,1,0.7721467028574899,male,BXL,no prior,family,BXL,False,0,$f_1$,0.5962105307336928,0.460361995514935
1560,1,0.6328636825899281,male,BXL,no prior,family,BXL,False,0,$f_1$,0.40051644074128523,0.2534723096253405
1561,2,1.0507127433926136,male,BXL,no prior,family,BXL,False,1,$f_2$,1.103997269127632,1.1599839993430479
1562,1,0.49358066232236625,male,BXL,no prior,family,BXL,False,0,$f_1$,0.24362187021858572,0.1202470440587031
1563,1,-0.4814004795505664,male,BXL,no prior,family,BXL,False,0,$f_1$,0.23174642171151533,-0.11156283854605127
1564,1,-0.4117589694167855,female,BXL,no prior,family,BXL,False,0,$f_1$,0.1695454488951733,-0.06981185930638284
1565,1,-0.063551418747881,male,BE,no prior,family,OV,False,0,$f_1$,0.004038782824868521,-0.0002566703785349692
1566,1,1.5382033143290799,male,BE,no prior,family,OV,False,0,$f_1$,2.366069436212966,3.639495848715522
1567,1,0.49358066232236625,male,BE,no prior,family,OV,False,0,$f_1$,0.24362187021858572,0.1202470440587031
1568,1,1.0507127433926136,male,BE,no prior,family,OV,False,0,$f_1$,1.103997269127632,1.1599839993430479
1569,1,0.7721467028574899,male,BE,no prior,family,OV,False,0,$f_1$,0.5962105307336928,0.460361995514935
1571,1,0.07573160151968081,male,BE,no prior,family,PA,False,0,$f_1$,0.00573527546873572,0.00043434159640389413
1576,1,1.7471278447304226,male,BE,no prior,no family,BR,False,0,$f_1$,3.052455705832372,5.333030358465992
1577,1,-0.6206834998181282,male,BXL,no prior,family,BXL,False,0,$f_1$,0.38524800694648037,-0.23911708124949999
1578,1,1.9560523751317653,female,BXL,no prior,family,BXL,False,0,$f_1$,3.8261408942586206,7.484131983803351
1579,2,-1.3170986011559374,male,BXL,no prior,family,BXL,False,1,$f_2$,1.734748725166927,-2.284835119274405
1580,2,1.0507127433926136,male,BE,no prior,family,HE,False,1,$f_2$,1.103997269127632,1.1599839993430479
1581,1,1.2596372737939563,male,BXL,no prior,no family,BXL,False,0,$f_1$,1.5866860615310705,1.9986489049138672
1583,2,0.6328636825899281,male,BE,no prior,no family,LI,False,1,$f_2$,0.40051644074128523,0.2534723096253405
1586,2,1.1899957636601752,male,BE,no prior,no family,OV,False,1,$f_2$,1.4160899175291637,1.6851410028215916
1588,1,-1.52602313155728,female,BXL,no prior,family,BXL,False,0,$f_1$,2.328746598047888,-3.5537211761564005
1589,1,1.398920294061518,male,BXL,no prior,family,BXL,False,0,$f_1$,1.956977989137164,2.7376562240356797
1590,2,-1.0385325606208136,male,BXL,no prior,family,BXL,False,1,$f_2$,1.0785498794696238,-1.1201091680828583
1591,1,0.9810712332588326,male,BE,no prior,family,OV,False,0,$f_1$,0.9625007647280067,0.9442818122642751
1592,1,1.5382033143290799,male,BXL,no prior,no family,BXL,False,0,$f_1$,2.366069436212966,3.639495848715522
1593,1,1.6774863345966415,male,BXL,no prior,family,BXL,False,0,$f_1$,2.8139604027584757,4.720380121723404
1594,1,-1.1778155808883755,female,BXL,no prior,family,BXL,False,0,$f_1$,1.3872495425834213,-1.6339241258350254
1595,1,-1.2474570910221563,male,BXL,no prior,family,BXL,False,0,$f_1$,1.5561491939414602,-1.9412293466706874
1596,1,-1.7349476619586228,male,BXL,no prior,family,BXL,False,0,$f_1$,3.0100433897356917,-5.222267741415946
1597,1,0.5632221724561471,male,BE,no prior,no family,BR,False,0,$f_1$,0.31721921554622196,0.17866489572477792
1600,1,1.6078448244628607,male,BXL,no prior,no family,BXL,False,0,$f_1$,2.5851649795520073,4.156544132755332
1601,1,1.0507127433926136,male,BXL,no prior,no family,BXL,False,0,$f_1$,1.103997269127632,1.1599839993430479
1602,1,0.21501462178724262,male,BXL,no prior,family,BXL,False,0,$f_1$,0.04623128758231099,0.009940402814247844
1603,1,-0.34211745928300463,male,BXL,no prior,family,BXL,False,0,$f_1$,0.11704435594625834,-0.04004291767974954
1604,1,1.1203542535263944,male,BXL,prior,family,BXL,False,0,$f_1$,1.2551936533946844,1.4062615485800696
1605,1,-1.2474570910221563,male,BXL,no prior,family,BXL,False,0,$f_1$,1.5561491939414602,-1.9412293466706874
1606,1,-0.1331929288816619,male,BXL,no prior,family,BXL,False,0,$f_1$,0.017740356304075444,-0.002362890015544063
1607,1,1.0507127433926136,male,BE,no prior,family,OV,False,0,$f_1$,1.103997269127632,1.1599839993430479
1609,1,0.8417882129912707,male,BXL,no prior,no family,BXL,False,0,$f_1$,0.7086073955310369,0.5964973531964701
1610,2,-0.4117589694167855,male,BXL,no prior,no family,BXL,False,1,$f_2$,0.1695454488951733,-0.06981185930638284
1613,1,-0.8992495403532519,male,BXL,no prior,family,BXL,False,0,$f_1$,0.8086497358255348,-0.7271779032478908
1614,1,1.3292787839277371,male,BE,no prior,family,OV,False,0,$f_1$,1.7669820854004037,2.3488117977031453
1616,1,-0.4117589694167855,male,BE,no prior,no family,OV,False,0,$f_1$,0.1695454488951733,-0.06981185930638284
1618,2,0.7025051927237089,male,BXL,no prior,no family,BXL,False,1,$f_2$,0.49351354580377543,0.3466958286066422
1619,1,-1.2474570910221563,female,BXL,no prior,no family,BXL,False,0,$f_1$,1.5561491939414602,-1.9412293466706874
1622,1,1.7471278447304226,male,BE,no prior,family,PA,False,0,$f_1$,3.052455705832372,5.333030358465992
1624,2,0.42393915218858536,male,BXL,no prior,no family,BXL,False,1,$f_2$,0.17972440475837653,0.0761922117808643
1625,1,-0.8992495403532519,male,BXL,no prior,no family,BXL,False,0,$f_1$,0.8086497358255348,-0.7271779032478908
1626,1,-1.3170986011559374,male,BXL,prior,no family,BXL,False,0,$f_1$,1.734748725166927,-2.284835119274405
1628,1,0.2846561319210235,male,BE,no prior,family,A,False,0,$f_1$,0.08102911344023914,0.023065434004888294
1629,1,-0.4117589694167855,male,BE,no prior,family,BR,False,0,$f_1$,0.1695454488951733,-0.06981185930638284
1631,1,2.095335395399327,female,BXL,prior,family,BXL,False,0,$f_1$,4.390430419213254,9.199424258415437
1632,1,-0.20283443901544282,male,BXL,no prior,family,BXL,False,0,$f_1$,0.04114180965070939,-0.008344975880581772
1635,2,1.1899957636601752,male,BXL,no prior,family,BXL,False,1,$f_2$,1.4160899175291637,1.6851410028215916
1636,2,-0.6206834998181282,male,BXL,no prior,family,BXL,False,1,$f_2$,0.38524800694648037,-0.23911708124949999
1637,1,0.5632221724561471,male,BXL,no prior,family,BXL,False,0,$f_1$,0.31721921554622196,0.17866489572477792
